HALTER_ID,OWNER_AGE,GENDER,CITY,DISTRICT,BREED1,BREED1_MUTT,BREED2,BREED2_MUTT,RASSENTYP,BIRTH_YEAR_DOG,GENDER_DOG,DOG_COLOR
101435,51-60,w,9,92,Volpino,,Whippet,,I,2009,w,beige
101451,51-60,w,1,11,Border Collie,,,,I,2010,w,schwarz/weiss
101459,51-60,w,4,42,Labrador Retriever,,,,I,2002,w,beige
101462,71-80,w,2,21,Mittelpudel,,,,K,2009,w,schwarz
101481,41-50,w,4,42,Deutscher Jagdterrier,,,,K,2003,m,schwarz/braun
101482,51-60,w,9,92,Zwergschnauzer,,,,K,2010,m,schwarz
101484,31-40,w,9,92,Chihuahua,,,,K,2008,w,braun
101485,61-70,w,9,91,Labrador Retriever,,Belgischer Schäfer,,I,2009,m,braun/schwarz
101485,61-70,w,9,91,Labrador Retriever,,,,I,2010,w,beige
101515,61-70,w,11,115,Mischling klein,,,,K,2001,m,creme
101550,21-30,m,3,34,Jack Russel Terrier,,,,K,2009,m,braun/weiss/schwarz
101622,41-50,w,9,91,Mischling klein,,,,K,2003,m,schwarz/braun/weiss
101624,61-70,w,9,92,Mischling klein,,,,K,2009,w,schwarz/braun
101630,31-40,w,12,121,Mops,,,,K,2008,w,beige
101630,31-40,w,12,121,Pinscher,,,,K,2014,w,hellbraun
101641,71-80,m,2,21,Labrador Retriever,,,,I,2010,w,schwarz
101653,41-50,w,6,61,Französische Bulldogge,,,,K,2009,w,gestromt
101659,41-50,m,6,61,Jack Russel Terrier,,,,K,2009,m,schwarz/braun/weiss
101660,81-90,m,2,21,Mischling klein,,,,K,2008,m,schwarz
101666,21-30,w,9,92,Chihuahua,,,,K,2009,m,hellbraun/weiss
101667,41-50,w,9,92,Hovawart,,,,I,2010,m,schwarz
101669,61-70,w,11,115,Kromfohrländer,,,,I,2010,w,braun/weiss
101673,31-40,w,6,63,Sennenhund,Mischling,,,I,2010,w,tricolor
101674,61-70,m,2,23,Labrador Retriever,,,,I,2009,m,rot
101699,51-60,w,6,61,Jack Russel Terrier,,,,K,2003,w,tricolor
101706,21-30,m,7,74,Australian Shepherd,,,,I,2003,w,schwarz/braun
101707,61-70,w,11,111,Dachshund,Mischling,,,K,2009,w,schwarz
101708,31-40,m,4,42,Mischling klein,,,,K,2008,w,schwarz/weiss
101729,61-70,w,11,119,Pekingese,Mischling,,,K,2007,w,weiss/braun
101735,21-30,w,7,74,Mischling klein,,,,K,2004,w,braun/schwarz
101735,21-30,w,7,74,Bergamasker,,,,I,2007,w,schwarz/braun/grau
101742,51-60,w,10,101,Rhodesian Ridgeback,Mischling,,,I,2009,m,hellbraun
101743,61-70,m,11,111,Malteser,,,,K,2009,w,weiss
101766,61-70,w,11,111,West Highland White Terrier,,,,K,2007,m,weiss
101766,61-70,w,11,111,Pudel,,,,K,2007,m,schwarz
101768,61-70,w,11,119,Münsterländer,,Kooiker,,I,2012,w,weiss/braun/schwarz
101800,31-40,w,9,92,Cocker Spaniel,,,,K,2005,m,braun
101806,31-40,w,11,111,Windhund,,Collie,,I,2002,w,tricolor
101811,41-50,w,5,52,Beagle,,,,K,2010,m,tricolor
101812,61-70,w,12,121,Border Collie,,,,I,2010,w,schwarz/weiss
101822,31-40,w,6,61,Rhodesian Ridgeback,,,,I,2010,w,braun/rot
101832,61-70,w,7,73,Chihuahua,,Pinscher,,K,2003,w,schwarz/braun
101835,41-50,w,8,82,Welsh Terrier,,,,K,2010,m,braun/schwarz
101836,21-30,w,11,119,Dogo Canario,,,,I,2012,m,dunkel gestromt
101836,21-30,w,11,119,Berner Sennenhund,,Collie,,I,2009,m,schwarz/braun
101843,51-60,w,11,111,Chihuahua,,,,K,2007,w,tricolor
101856,31-40,m,9,92,Cavalier King Charles Spaniel,,,,K,2004,m,schwarz/braun/weiss
101898,51-60,w,2,23,Husky,,Greyhound,,I,2008,w,beige
101906,41-50,w,5,51,Katalanischer Hirtenhund,,,,I,2001,w,grau
101916,41-50,w,8,82,Golden Retriever,,Appenzeller,,I,2009,w,schwarz/braun
101926,31-40,w,11,111,Boston Terrier,,,,K,2014,m,schwarz/weiss
101941,31-40,w,6,61,Chihuahua,,,,K,2009,w,weiss
101943,51-60,w,11,119,Griffon,,,,I,2009,w,braun
101944,61-70,m,12,122,Podenco Ibicenco,,,,I,2007,w,rot/weiss
101952,61-70,m,3,34,Chihuahua,,,,K,2009,m,hellbraun
101960,31-40,w,4,41,Pudel,,,,K,2005,m,schwarz
102011,61-70,m,9,92,Pinscher,,,,K,2010,w,schwarz/braun
102028,31-40,w,3,31,Podenco,,Boxer,,I,2010,w,braun
102037,21-30,w,9,92,Pekingese,,,,K,2010,m,weiss/creme
102050,51-60,w,11,119,Mops,,,,K,2010,w,beige
102060,41-50,w,12,121,Pudel,,,,K,2009,w,schwarz
102069,41-50,w,5,52,Bolonka Zwetna,,,,K,2009,m,schwarz
102079,31-40,m,9,92,Jack Russel Terrier,,,,K,2007,m,tricolor
102083,21-30,w,11,111,Beagle,,,,K,2009,m,tricolor
102107,31-40,w,8,82,Dackel,,Pinscher,,K,2007,m,braun
102116,51-60,w,3,33,Prager Rattler,,Chihuahua,,K,2010,w,schwarz
102118,41-50,m,9,92,Entlebucher,,Labrador Retriever,,I,2001,m,braun
102119,51-60,w,8,83,Mischling klein,,,,K,2011,w,tricolor
102123,31-40,w,11,119,Jack Russel Terrier,,,,K,2006,w,weiss/schwarz
102303,31-40,m,3,31,Mischling klein,,,,K,2009,w,tricolor
102320,71-80,w,7,74,Mischling klein,,,,K,2002,m,braun/weiss
102321,71-80,w,7,72,Flat Coated Retriever,,,,I,2010,m,dunkelbraun
102325,31-40,w,4,42,Labrador Retriever,,,,I,2009,w,braun
102326,41-50,w,9,92,Terrier,,,,K,2009,m,weiss/schwarz
102328,21-30,w,11,111,Mops,,,,K,2012,m,beige
102330,71-80,m,7,73,Appenzeller,Mischling,,,I,2010,w,tricolor
102331,51-60,m,11,119,Zwergspitz,,,,K,2007,w,weiss
102340,61-70,w,12,122,Yorkshire Terrier,,,,K,2009,w,schwarz/braun
102347,31-40,w,12,123,Yorkshire Terrier,,,,K,2010,w,black/tan
102347,31-40,w,12,123,Yorkshire Terrier,,,,K,2010,w,black/tan
102349,31-40,m,8,81,Labrador Retriever,,,,I,2010,w,schwarz
102350,41-50,w,2,21,Griffon,,,,I,2008,w,schwarz/weiss/beige
102378,21-30,w,9,92,Mops,,,,K,2006,w,schwarz
102379,51-60,w,4,41,Mischling klein,,,,K,2010,w,weiss/beige
102395,41-50,w,12,121,Golden Retriever,,,,I,2006,w,golden
102398,61-70,w,2,24,Golden Retriever,,,,I,2010,w,golden
102398,61-70,w,2,24,Golden Retriever,,,,I,2011,m,golden
102402,71-80,m,7,72,Pinscher,,,,K,2009,w,schwarz/braun
102407,31-40,w,4,44,Galgo Español,Mischling,,,I,2009,m,weiss/braun
102409,51-60,w,3,34,Yorkshire Terrier,,,,K,2009,w,braun/schwarz
102410,51-60,m,9,92,Mischling klein,,,,K,2003,m,schwarz
102411,31-40,w,9,92,Rehpinscher,,,,K,2009,m,schwarz
102458,71-80,w,11,119,Pekingese,Mischling,,,K,2007,m,beige
102464,41-50,w,9,91,Mischling klein,,,,K,2008,w,grau/weiss/schwarz
102468,51-60,m,4,44,Border Collie,,,,I,2009,m,schwarz/weiss
102472,21-30,w,3,34,Mischling klein,,,,K,2014,m,braun/weiss
102474,51-60,m,11,111,Labrador Retriever,,,,I,2009,w,schwarz
102579,51-60,m,8,83,Mops,,,,K,2010,m,beige
102704,71-80,m,7,74,Portugiesischer Wasserhund,,,,I,2010,m,schwarz/braun
102705,41-50,w,7,71,Deutscher Boxer,,,,I,2010,m,gelb
102706,31-40,m,6,61,Boxer,,,,I,2010,m,gelb/weiss
102709,51-60,w,11,111,Pekingese,,,,K,2005,w,schwarz/weiss
102710,51-60,w,7,71,Berger des Pyrenées,,,,I,2010,w,grau
102717,41-50,w,11,115,Chihuahua,,,,K,2011,m,braun/weiss
102734,41-50,w,10,101,Flat Coated Retriever,,,,I,2009,w,schwarz
102735,41-50,w,6,61,Französische Bulldogge,,,,K,2009,m,weiss
102755,21-30,w,5,52,Mischling klein,,,,K,2010,m,braun
102757,31-40,m,2,21,Jack Russel Terrier,,,,K,2009,m,weiss/braun
102764,21-30,w,2,21,Collie,,Appenzeller Sennenhund,,I,2009,w,tricolor
102766,51-60,w,3,31,Chihuahua,,,,K,2007,w,weiss/braun
102766,51-60,w,3,31,Chihuahua,,,,K,2009,w,weiss/braun
102767,71-80,w,10,102,Dackel,,Terrier,,K,2006,m,schwarz/braun/weiss
102789,31-40,m,9,92,Malteser,,,,K,2008,m,weiss
102847,31-40,w,2,21,Labrador Retriever,Mischling,,,I,2009,w,hellbraun
102850,61-70,w,7,74,Hovawart,,,,I,2008,m,schwarz
102866,41-50,m,6,61,Shar Pei,,Eurasier,,I,2012,w,schwarz
102883,51-60,m,3,31,Lagotto Romagnolo,,,,I,2010,w,orange
102908,61-70,w,11,119,Mischling klein,,,,K,2006,w,grau/schwarz
102913,61-70,w,3,33,Mischling klein,,,,K,2007,m,braun/weiss
102914,31-40,w,12,122,Französische Bulldogge,,,,K,2010,w,braun gestromt
102916,51-60,w,8,81,Mischling klein,,,,K,2007,m,grau/weiss/beige
102925,31-40,m,3,31,Mischling klein,,,,K,2005,m,tricolor
102929,41-50,m,7,74,Zwergdackel,,,,K,2010,w,braun
102933,41-50,w,9,92,Havaneser,,,,K,2010,m,weiss/braun
102938,51-60,m,9,91,Foxterrier,,,,K,2010,m,tricolor
103014,31-40,w,10,101,Niederlaufhund,Mischling,,,I,2004,w,dunkelbraun
103015,41-50,w,12,123,Bolonka Zwetna,,,,K,2013,m,beige
103015,41-50,w,12,123,Bolonka Zwetna,,,,K,2009,m,schwarz
103020,51-60,w,6,63,Airedale Terrier,,,,I,2010,w,black/tan
103021,41-50,w,3,31,Jack Russel Terrier,,,,K,2010,m,weiss
103023,31-40,m,6,63,Jack Russel Terrier,,,,K,2010,m,weiss
103040,41-50,m,11,119,Pekingese,,,,K,2011,m,schwarz/braun
103050,61-70,m,7,72,Labrador Retriever,,,,I,2010,w,schwarz
103063,31-40,w,11,115,Labrador Retriever,,,,I,2009,m,gelb
103063,31-40,w,11,115,Shih Tzu,,,,K,2015,w,choco
103063,31-40,w,11,115,Yorkshire Terrier,,,,K,2014,m,braun/grau
103063,31-40,w,11,115,Shih Tzu,,,,K,2015,w,rot
103077,51-60,w,4,41,Coton de Tulear,,,,K,2010,m,schwarz/braun
103086,51-60,w,9,92,Bolonka Zwetna,,,,K,2010,m,black/tan
103087,31-40,m,9,91,Mischling gross,,,,I,2007,w,schwarz/braun
103094,51-60,w,8,82,Bolonka Zwetna,,,,K,2012,w,schwarz
103094,51-60,w,8,82,Bolonka Zwetna,,,,K,2010,m,creme
103118,31-40,w,7,72,Chihuahua,,,,K,2010,w,braun/beige
103132,31-40,m,4,41,Französische Bulldogge,,,,K,2010,w,dunkel gestromt
103144,41-50,w,7,71,West Highland White Terrier,,,,K,2010,m,weiss
103146,41-50,w,10,102,Malteser,,,,K,2010,m,weiss
103146,41-50,w,10,102,Malteser,,,,K,2010,m,weiss
103149,41-50,w,2,24,Jack Russel Terrier,,,,K,2008,w,tricolor
103149,41-50,w,2,24,Jack Russel Terrier,,,,K,2010,m,weiss/schwarz
103186,51-60,m,2,21,Golden Retriever,,,,I,2007,w,blondfarben
103192,51-60,w,3,33,Zwergpudel,,,,K,2010,w,black/tan
103197,61-70,w,2,23,Mischling klein,,,,K,2010,w,hellbraun
103203,71-80,m,10,101,Jack Russel Terrier,,,,K,2009,m,tricolor
103207,71-80,m,7,73,Labrador Retriever,,,,I,2006,w,schwarz
103219,41-50,w,4,42,Französische Bulldogge,,,,K,2005,w,schwarz/weiss
103251,21-30,m,9,91,Deutscher Schäfer,,,,I,2007,m,schwarz
103260,51-60,w,2,21,Terrier,Mischling,,,K,2004,m,braun/beige
103271,41-50,w,12,123,Chihuahua,,,,K,2010,m,braun
103272,51-60,m,1,11,Cocker Spaniel,,,,K,2003,w,rotbraun schimmel
103273,61-70,w,9,91,Barbet,,,,I,2010,w,braun
103275,41-50,m,3,31,Magyar Viszla,,,,I,2010,m,gelb
103276,51-60,w,3,34,Lagotto Romagnolo,,,,I,2010,m,mehrfarbig
103332,61-70,w,2,21,Malteser,Mischling,,,K,2009,m,weiss
103360,41-50,w,9,92,Mischling klein,,,,K,2010,m,beige
103366,61-70,m,11,119,Deutscher Schäfer,,,,I,2014,w,schwarz/braun
103371,51-60,m,2,24,Zwergpudel,,,,K,2009,m,black/tan
103393,31-40,w,2,24,Parson Jack Russell Terrier,,,,K,2010,w,weiss/rot
103421,61-70,w,11,111,Bolonka Zwetna,,Shih Tzu,,K,2006,w,tricolor
103430,41-50,m,11,111,Mittelspitz,,,,K,2009,w,weiss
103438,51-60,w,9,92,Sheltie,Mischling,,,K,2009,w,beige
103460,31-40,w,10,101,Hirtenhund,Mischling,,,I,2010,w,weiss
103464,61-70,w,7,74,Zwergpudel,,,,K,2013,m,apricot
103471,31-40,w,11,119,Bolonka Zwetna,,,,K,2010,m,braun/weiss
103530,71-80,w,10,101,Mischling klein,,,,K,2006,m,hellbraun/weiss
103535,31-40,w,3,31,Flat Coated Retriever,,,,I,2010,w,braun
103585,51-60,w,11,119,Schäfer,,Border Collie,,I,2005,w,schwarz/weiss
103591,31-40,m,6,61,Jack Russel Terrier,,,,K,2010,m,weiss/rot
103603,51-60,w,7,72,Jack Russel Terrier,Mischling,,,K,2006,w,weiss/schwarz
103609,31-40,w,7,72,West Highland White Terrier,,,,K,2010,w,weiss
103616,71-80,m,10,101,Mischling klein,,,,K,2009,m,schwarz/braun
103617,51-60,w,10,101,Dackel,,Terrier,,K,2013,w,schwarz
103617,51-60,w,10,101,Dackel,Mischling,,,K,2009,w,schwarz
103618,21-30,w,7,72,Border Collie,Mischling,,,I,2004,m,schwarz/weiss
103619,51-60,w,12,122,Chihuahua,,,,K,2007,m,grau/braun/weiss
103619,51-60,w,12,122,Chihuahua,,,,K,2010,m,braun/weiss
103627,31-40,m,7,74,Deutscher Boxer,,,,I,2010,w,braun gestromt
103651,51-60,m,9,91,Lagotto Romagnolo,,,,I,2010,m,orange
103662,71-80,w,7,72,Border Collie,Mischling,,,I,2009,m,schwarz/weiss
103667,71-80,m,9,91,Pudel,,Pekingese,,K,2011,w,beige/schwarz
103689,41-50,w,12,121,West Highland White Terrier,,,,K,2010,m,weiss
103690,41-50,w,9,91,Landseer,,,,I,2010,m,weiss/schwarz
103709,31-40,w,3,31,West Highland White Terrier,,,,K,2008,w,weiss
103724,61-70,w,7,72,Rauhaar Dackel,,,,K,2010,m,saufarben
103725,61-70,w,3,31,Mischling klein,,,,K,2002,m,weiss
103731,51-60,w,3,31,Sibirischer Husky,,,,I,2002,w,schwarz/weiss
103807,41-50,w,11,111,Labrador Retriever,,,,I,2010,m,schwarz
103809,61-70,w,9,91,Mischling klein,,,,K,2010,m,schwarz/braun
103811,41-50,w,8,82,Mischling gross,,,,I,2013,w,rot/weiss
103811,41-50,w,8,82,Mischling gross,,,,I,2011,m,tricolor
103845,51-60,w,3,33,Labrador Retriever,,,,I,2010,m,schwarz
103847,31-40,w,7,74,West Highland White Terrier,,,,K,2010,m,weiss
103850,41-50,w,2,21,Australian Shepherd,,,,I,2013,m,red merle
103854,71-80,m,7,74,West Highland White Terrier,,,,K,2010,m,weiss
103881,81-90,w,10,101,Labrador Retriever,Mischling,,,I,2007,m,schwarz
103884,61-70,m,10,101,Spaniel,,,,K,2010,m,weiss/braun
103885,51-60,w,11,111,Malteser,,,,K,2010,w,weiss
103890,61-70,m,6,61,Französische Bulldogge,,,,K,2013,m,fawn
103892,61-70,w,2,23,Airedale Terrier,,,,I,2010,m,black/tan
103896,41-50,m,11,111,Papillon,,,,K,2006,m,braun/weiss
103897,31-40,w,4,42,English Cocker Spaniel,,,,K,2010,w,zobel
103897,31-40,w,4,42,Cocker Spaniel,,,,K,2011,w,zobel
103963,41-50,w,12,122,Zwergpudel,,,,K,2007,m,schwarz
103974,31-40,w,10,102,Zwergschnauzer,,,,K,2009,w,grau
103975,61-70,m,2,23,Berner Sennenhund,,,,I,2010,w,schwarz/braun/weiss
103988,51-60,w,11,111,Foxterrier,,,,K,2009,m,tricolor
103991,31-40,w,11,115,Labrador Retriever,,,,I,2005,m,gelb
104018,81-90,w,9,92,Chihuahua,,,,K,2010,w,weiss/braun
104023,21-30,w,3,33,Chihuahua,,,,K,2010,w,weiss/braun
104038,21-30,w,9,92,Malteser,,,,K,2006,m,weiss
104055,61-70,m,7,71,Golden Retriever,,,,I,2008,w,blondfarben
104056,31-40,m,10,102,Continental Bulldog,,,,I,2010,w,rot/weiss
104074,71-80,w,11,119,Schäfer,Mischling,,,I,2010,w,schwarz/beige/grau
104131,41-50,w,8,81,Mischling klein,,,,K,2001,w,schwarz/weiss
104137,41-50,w,6,63,Flat Coated Retriever,,,,I,2010,m,schwarz
104137,41-50,w,6,63,Mischling gross,,,,I,2007,w,weiss/braun
104140,61-70,m,4,41,Appenzeller Sennenhund,,Jack Russel Terrier,,I,2003,m,schwarz/weiss
104159,31-40,m,10,102,Chihuahua,,,,K,2010,m,black/tan
104159,31-40,m,10,102,Chihuahua,,,,K,2010,w,beige
104206,31-40,m,8,83,Sennenhund,,,,I,2008,m,tricolor
104214,51-60,m,8,83,Welsh Corgi,,,,K,2015,m,rot/weiss
104214,51-60,m,8,83,Welsh Corgi,,,,K,2006,w,tricolor
104222,41-50,w,9,92,Border Terrier,,,,K,2013,w,red grizzle
104261,41-50,w,11,111,Yorkshire Terrier,,,,K,2010,m,hellbraun
104262,31-40,m,1,12,Mischling klein,,,,K,2004,w,schwarz
104269,21-30,w,3,31,Golden Retriever,,,,I,2006,m,tricolor
104300,51-60,m,7,73,Mischling gross,,,,I,2010,w,braun
104305,31-40,w,7,72,English Cocker Spaniel,,,,K,2010,w,braun schimmel
104305,31-40,w,7,72,Zwergdackel,,,,K,2012,m,schwarz/rot
104317,21-30,m,11,111,Pinscher,,,,K,2010,m,schwarz
104319,51-60,w,12,123,Labrador Retriever,,,,I,2010,w,schwarz
104322,51-60,m,10,101,Mischling gross,,,,I,2003,w,schwarz/weiss
104364,41-50,m,7,73,Scottish Terrier,,,,K,2009,m,gestromt
104405,41-50,w,5,52,Irish Terrier,,,,I,2004,m,rot
104406,41-50,m,9,92,Cocker Spaniel,,,,K,2004,w,golden
104427,31-40,w,10,101,Deutscher Pinscher,,,,I,2010,w,braun/rot
104433,41-50,w,6,63,Bolonka Zwetna,,,,K,2010,m,schwarz/weiss
104435,31-40,m,10,101,Mops,,,,K,2007,m,beige/schwarz
104441,41-50,w,2,21,Cocker Spaniel,,,,K,2010,m,beige
104451,51-60,w,12,123,Yorkshire Terrier,,,,K,2010,m,black/tan
104470,21-30,w,10,101,Jack Russel Terrier,,,,K,2015,m,braun/schwarz
104543,71-80,w,7,71,Französische Bulldogge,,,,K,2010,w,gestromt
104568,71-80,w,7,71,Lhasa Apso,,Malteser,,K,2014,w,schwarz/braun
104641,41-50,w,11,115,Mops,,,,K,2010,w,beige
104643,51-60,w,9,92,Bolonka Zwetna,,,,K,2014,w,braun
104643,51-60,w,9,92,Foxterrier,,,,K,2010,m,tricolor
104651,51-60,w,6,61,Chihuahua,,,,K,2009,w,schwarz/braun
104651,51-60,w,6,61,Chihuahua,,,,K,2008,w,black/tan
104656,41-50,w,3,33,Samojede,,,,I,2010,m,weiss
104688,21-30,w,10,101,Mischling klein,,,,K,2010,w,braun/schwarz
104705,51-60,w,8,83,Manchester Terrier,,,,K,2005,m,schwarz
104706,41-50,w,7,72,Cocker Spaniel,Mischling,,,K,2010,w,blondfarben
104714,41-50,w,6,61,Labrador Retriever,,,,I,2013,w,blondfarben
104715,71-80,w,6,63,Pointer,,,,I,2009,w,weiss/orange
104733,51-60,m,9,91,Labrador Retriever,,,,I,2006,m,braun
104733,51-60,m,9,91,Labrador Retriever,,,,I,2009,m,schwarz
104740,61-70,w,9,92,Tibetan Spaniel,,,,K,2010,w,sable
104750,61-70,w,10,102,Jack Russel Terrier,,,,K,2004,m,weiss/braun/schwarz
104764,41-50,m,5,51,Shih Tzu,,,,K,2008,m,schwarz/weiss
104765,71-80,w,7,74,Dackel,,Yorkshire Terrier,,K,2014,m,grau/beige
104776,61-70,w,10,101,Mischling klein,,,,K,2009,w,schwarz/braun
104777,21-30,m,11,119,Mops,,,,K,2010,m,schwarz
104778,31-40,m,11,119,Samojede,,,,I,2010,m,weiss
104830,51-60,w,9,91,Yorkshire Terrier,Mischling,,,K,2008,w,dunkel gestromt
104833,41-50,m,11,119,Chihuahua,,,,K,2006,m,mehrfarbig
104860,31-40,w,1,13,Zwergspitz,,,,K,2005,m,rot
104864,61-70,w,12,121,Yorkshire Terrier,,,,K,2010,m,schwarz/braun
104895,41-50,m,11,111,Jack Russel Terrier,,,,K,2012,w,weiss
104896,31-40,w,3,31,Chihuahua,,,,K,2010,w,schwarz/weiss
104897,31-40,w,10,101,Galgo Español,,,,I,2008,m,beige
104899,51-60,m,4,41,Dalmatiner,,,,I,2005,w,weiss/schwarz
104911,71-80,w,9,92,Pekingese,Mischling,,,K,2012,m,beige
104940,31-40,w,3,33,Belgischer Schäfer,,,,I,2005,m,beige
104943,51-60,w,10,102,Mischling klein,,,,K,2010,m,schwarz
104945,31-40,w,9,92,Boston Terrier,,,,K,2006,m,schwarz/weiss
104980,41-50,m,12,122,Pinscher,,Mops,,K,2015,w,beige
104980,41-50,m,12,122,Chihuahua,,,,K,2013,m,braun
104993,41-50,w,12,123,Mischling klein,,,,K,2009,m,vierfarbig
104994,71-80,m,7,74,Beagle,,,,K,2006,m,tricolor
105001,51-60,m,2,24,Magyar Viszla,,,,I,2008,m,rehbraun
105007,31-40,m,11,115,Yorkshire Terrier,,,,K,2006,w,black/tan
105016,41-50,m,10,101,Schäfer,Mischling,,,I,2002,m,braun gestromt
105033,51-60,w,3,34,Mischling klein,,,,K,2003,w,braun
105057,41-50,w,6,61,Zwergschnauzer,,,,K,2010,m,pfeffer/salz
105066,51-60,w,2,21,Mischling klein,,,,K,2010,w,braun
105067,31-40,w,6,61,Pudel,,Cavalier King Charles Spaniel,,K,2010,w,weiss/braun
105072,71-80,m,7,73,Foxterrier,,,,K,2010,w,tricolor
105084,31-40,m,9,92,Labrador Retriever,,,,I,2010,m,braun
105102,51-60,m,4,42,Mischling klein,,,,K,2009,w,schwarz
105122,31-40,w,10,101,Continental Bulldog,,,,I,2010,m,braun/rot
105124,31-40,w,4,44,Kerry Blue Terrier,,,,I,2006,w,schwarz
105126,31-40,w,6,61,Labrador Retriever,,,,I,2007,w,schwarz
105134,21-30,m,11,115,Appenzeller Sennenhund,,,,I,2007,m,tricolor
105151,51-60,w,11,111,Labrador Retriever,,Golden Retriever,,I,2010,w,blondfarben
105152,61-70,w,10,101,Mischling klein,,,,K,2006,m,schwarz/beige
105153,31-40,m,8,82,Continental Bulldog,,,,I,2011,m,braun gestromt
105170,31-40,m,11,115,Golden Retriever,,Deutscher Schäfer,,I,2005,m,schwarz/braun
105172,31-40,w,11,119,Golden Retriever,,,,I,2010,w,golden
105176,51-60,w,8,83,Cairn Terrier,,,,K,2010,w,creme
105221,31-40,m,11,119,Mops,,,,K,2010,w,beige/schwarz
105227,51-60,m,11,111,Belgischer Schäfer,,,,I,2011,m,schwarz
105228,31-40,m,9,92,Terrier,Mischling,,,K,2004,w,braun/beige
105237,81-90,w,3,31,Pinscher,Mischling,,,K,2004,w,schwarz/weiss
105254,51-60,w,2,21,Labrador Retriever,,,,I,2002,w,schwarz
105261,41-50,w,7,71,Tibet Terrier,,,,K,2002,m,zobel/weiss
105263,51-60,m,2,23,Mischling klein,,,,K,2010,w,tricolor
105267,21-30,w,12,121,Chihuahua,,,,K,2010,m,hellbraun
105270,61-70,m,10,101,Dackel,,,,K,2008,m,saufarben
105273,61-70,m,10,101,West Highland White Terrier,,,,K,2004,w,weiss
105274,21-30,w,8,81,Yorkshire Terrier,,,,K,2010,w,schwarz
105298,51-60,w,11,119,Bolonka Zwetna,,,,K,2014,m,weiss/schwarz
105312,41-50,w,11,111,Pekingese,,,,K,2010,w,beige
105327,51-60,m,10,101,Mischling gross,,,,I,2013,m,schwarz/braun/weiss
105343,41-50,w,11,111,Chihuahua,,,,K,2010,w,braun
105343,41-50,w,11,111,Chihuahua,,,,K,2010,w,braun/weiss
105343,41-50,w,11,111,Chihuahua,,,,K,2011,w,schwarz/weiss
105347,51-60,w,6,63,Mischling klein,,,,K,2007,w,schwarz
105372,71-80,w,7,73,Chihuahua,,,,K,2009,w,tricolor
105384,41-50,w,7,72,Jack Russel Terrier,,,,K,2008,m,tricolor
105384,41-50,w,7,72,Jack Russel Terrier,,,,K,2004,m,tricolor
105388,31-40,w,11,115,Border Collie,,Schäfer,,I,2010,m,schwarz/weiss
105390,41-50,w,12,123,Malteser,,,,K,2010,m,weiss
105410,51-60,w,3,31,Shih Tzu,,,,K,2004,w,beige
105419,41-50,w,9,91,Zwergspitz,,,,K,2004,w,schwarz
105436,51-60,m,2,21,Samojede,,,,I,2005,m,weiss
105439,31-40,m,10,101,Cavalier King Charles Spaniel,,,,K,2014,w,braun/weiss
105446,31-40,m,11,119,Appenzeller Sennenhund,Mischling,,,I,2008,m,schwarz/braun
105449,31-40,m,2,21,Mischling gross,,,,I,2009,m,braun
105472,31-40,w,3,34,Schäfer,Mischling,,,I,2007,w,braun/schwarz
105472,31-40,w,3,34,Schäfer,Mischling,,,I,2007,w,beige
105482,41-50,m,2,21,Labrador Retriever,,,,I,2010,m,gelb
105485,31-40,w,7,72,Beagle,,,,K,2009,w,tricolor
105486,31-40,w,9,91,Whippet,,,,I,2010,w,grau/weiss
105487,51-60,m,7,72,Labrador Retriever,,Pudel,,I,2010,m,hellbraun
105506,51-60,w,2,23,Grosspudel,,,,I,2005,m,schwarz
105512,41-50,w,11,111,Border Collie,,Bergamasker,,I,2014,w,tricolor
105520,31-40,w,11,119,Cocker Spaniel,,,,K,2010,m,braun
105547,51-60,w,8,83,Dachshund,,,,K,2010,m,black/tan
105548,41-50,w,6,63,Mischling klein,,,,K,2010,w,schwarz
105552,31-40,m,7,72,Labrador Retriever,,,,I,2009,w,schwarz
105554,51-60,w,11,119,Toy Pudel,,,,K,2010,m,schwarz/weiss
105556,31-40,w,8,82,Akita Inu,,,,I,2001,m,weiss
105585,41-50,w,9,92,Papillon,,,,K,2014,m,schwarz/weiss
105585,41-50,w,9,92,Chinese Crested,,,,K,2009,m,schwarz
105585,41-50,w,9,92,Chinese Crested,,,,K,2011,w,weiss/braun
105585,41-50,w,9,92,Chinese Crested,,,,K,2010,m,weiss
105585,41-50,w,9,92,Chinese Crested,,,,K,2010,m,haarlos
105585,41-50,w,9,92,Chinese Crested,,,,K,2008,m,weiss/braun
105585,41-50,w,9,92,Papillon,,,,K,2012,w,tricolor
105585,41-50,w,9,92,Papillon,,,,K,2014,m,schwarz/weiss
105585,41-50,w,9,92,Papillon,,,,K,2013,m,schwarz/weiss
105585,41-50,w,9,92,Papillon,,,,K,2008,m,zobel/weiss
105592,51-60,m,3,31,Golden Retriever,,,,I,2007,w,golden
105592,51-60,m,3,31,Miniature Australien Shepard,,,,K,2008,w,tricolor
105602,31-40,w,9,92,Border Collie,,,,I,2010,m,schwarz/weiss
105605,51-60,w,6,61,Pudel,,,,K,2011,m,schwarz/weiss
105617,31-40,w,5,52,Cocker Spaniel,,,,K,2008,w,schwarz/braun
105619,31-40,m,2,21,Spaniel,,,,K,2008,w,rot/weiss
105626,51-60,m,9,91,Chihuahua,,,,K,2013,w,grau
